登录时间,被试编号,性别,惯用手,标识
08-07 20:54,1.0,男,右手,SZ21-01
08-07 20:54,2.0,女,右手,SZ21-02
08-07 20:54,3.0,男,右手,SZ21-03
08-07 20:54,1.0,男,右手,SZ21-01
08-07 20:54,2.0,女,右手,SZ21-02
08-07 20:54,3.0,男,右手,SZ21-03
08-07 20:57,1.0,男,右手,SZ21-01
08-07 20:57,2.0,女,右手,SZ21-02
08-07 20:57,3.0,男,右手,SZ21-03
08-07 21:01,1.0,男,右手,SZ21-01
08-07 21:01,2.0,女,右手,SZ21-02
08-07 21:01,3.0,男,右手,SZ21-03
08-07 21:10,1.0,男,右手,SZ21-01
08-07 21:10,2.0,女,右手,SZ21-02
08-07 21:10,3.0,男,右手,SZ21-03
08-07 21:12,1.0,男,右手,SZ21-01
08-07 21:12,2.0,女,右手,SZ21-02
08-07 21:12,3.0,男,右手,SZ21-03
08-07 21:14,1.0,男,右手,SZ21-01
08-07 21:14,2.0,女,右手,SZ21-02
08-07 21:14,3.0,男,右手,SZ21-03
08-07 21:15,2.0,女,右手,SZ21-02
08-07 21:15,1.0,男,右手,SZ21-01
08-07 21:15,3.0,男,右手,SZ21-03
08-07 21:15,3.0,男,右手,SZ21-03
08-07 21:15,1.0,男,右手,SZ21-01
08-07 21:15,2.0,女,右手,SZ21-02
08-07 21:19,1.0,男,右手,SZ21-01
08-07 21:19,2.0,女,右手,SZ21-02
08-07 21:19,3.0,男,右手,SZ21-03
08-07 21:21,1.0,男,右手,SZ21-01
08-07 21:21,2.0,女,右手,SZ21-02
08-07 21:21,3.0,男,右手,SZ21-03
08-07 21:29,1.0,男,右手,SZ21-01
08-07 21:29,2.0,女,右手,SZ21-02
08-07 21:29,3.0,男,右手,SZ21-03
08-07 21:31,1.0,男,右手,SZ21-01
08-07 21:31,2.0,女,右手,SZ21-02
08-07 21:31,3.0,男,右手,SZ21-03
08-07 21:33,1.0,男,右手,SZ21-01
08-07 21:33,2.0,女,右手,SZ21-02
08-07 21:33,3.0,男,右手,SZ21-03
08-07 21:40,1.0,男,右手,SZ21-01
08-07 21:40,2.0,女,右手,SZ21-02
08-07 21:40,3.0,男,右手,SZ21-03
08-07 21:42,1.0,男,右手,SZ21-01
08-07 21:42,2.0,女,右手,SZ21-02
08-07 21:42,3.0,男,右手,SZ21-03
08-07 21:49,1.0,男,右手,SZ21-01
08-07 21:49,2.0,女,右手,SZ21-02
08-07 21:49,3.0,男,右手,SZ21-03
08-07 21:50,1.0,男,右手,SZ21-01
08-07 21:50,2.0,女,右手,SZ21-02
08-07 21:50,3.0,男,右手,SZ21-03
08-07 22:06,1.0,男,右手,SZ21-01
08-07 22:06,2.0,女,右手,SZ21-02
08-07 22:06,3.0,男,右手,SZ21-03
08-07 22:12,1.0,男,右手,SZ21-01
08-07 22:12,2.0,女,右手,SZ21-02
08-07 22:12,3.0,男,右手,SZ21-03
08-07 22:12,1.0,男,右手,SZ21-01
08-07 22:12,2.0,女,右手,SZ21-02
08-07 22:12,3.0,男,右手,SZ21-03
08-07 22:13,1.0,男,右手,SZ21-01
08-07 22:13,2.0,女,右手,SZ21-02
08-07 22:13,3.0,男,右手,SZ21-03
08-07 22:14,1.0,男,右手,SZ21-01
08-07 22:14,2.0,女,右手,SZ21-02
08-07 22:14,3.0,男,右手,SZ21-03
08-07 22:15,1.0,男,右手,SZ21-01
08-07 22:15,2.0,女,右手,SZ21-02
08-07 22:15,3.0,男,右手,SZ21-03
08-07 22:21,1.0,男,右手,SZ21-01
08-07 22:21,2.0,女,右手,SZ21-02
08-07 22:21,3.0,男,右手,SZ21-03
08-07 22:22,1.0,男,右手,SZ21-01
08-07 22:22,2.0,女,右手,SZ21-02
08-07 22:22,3.0,男,右手,SZ21-03
08-07 22:22,1.0,男,右手,SZ21-01
08-07 22:22,2.0,女,右手,SZ21-02
08-07 22:22,3.0,男,右手,SZ21-03
08-07 22:22,1.0,男,右手,SZ21-01
08-07 22:22,2.0,女,右手,SZ21-02
08-07 22:22,3.0,男,右手,SZ21-03
08-07 22:22,1.0,男,右手,SZ21-01
08-07 22:22,2.0,女,右手,SZ21-02
08-07 22:22,3.0,男,右手,SZ21-03
08-07 22:22,1.0,男,右手,SZ21-01
08-07 22:22,2.0,女,右手,SZ21-02
08-07 22:22,3.0,男,右手,SZ21-03
08-07 22:23,1.0,男,右手,SZ21-01
08-07 22:23,2.0,女,右手,SZ21-02
08-07 22:23,3.0,男,右手,SZ21-03
08-07 22:24,1.0,男,右手,SZ21-01
08-07 22:24,2.0,女,右手,SZ21-02
08-07 22:24,3.0,男,右手,SZ21-03
08-07 22:24,1.0,男,右手,SZ21-01
08-07 22:24,2.0,女,右手,SZ21-02
08-07 22:24,3.0,男,右手,SZ21-03
08-07 22:25,1.0,男,右手,SZ21-01
08-07 22:25,2.0,女,右手,SZ21-02
08-07 22:25,3.0,男,右手,SZ21-03
08-07 22:27,1.0,男,右手,SZ21-01
08-07 22:27,2.0,女,右手,SZ21-02
08-07 22:27,3.0,男,右手,SZ21-03
08-07 22:33,1.0,男,右手,SZ21-01
08-07 22:33,2.0,女,右手,SZ21-02
08-07 22:33,3.0,男,右手,SZ21-03
08-07 22:36,1.0,男,右手,SZ21-01
08-07 22:36,2.0,女,右手,SZ21-02
08-07 22:36,3.0,男,右手,SZ21-03
08-07 22:41,1.0,男,右手,SZ21-01
08-07 22:41,2.0,女,右手,SZ21-02
08-07 22:41,3.0,男,右手,SZ21-03
08-07 22:42,2.0,女,右手,SZ21-02
08-07 22:42,1.0,男,右手,SZ21-01
08-07 22:42,3.0,男,右手,SZ21-03
08-07 22:52,1.0,男,右手,SZ21-01
08-07 22:52,2.0,女,右手,SZ21-02
08-07 22:52,3.0,男,右手,SZ21-03
08-07 22:53,1.0,男,右手,SZ21-01
08-07 22:53,2.0,女,右手,SZ21-02
08-07 22:53,3.0,男,右手,SZ21-03
08-07 23:21,1.0,男,右手,SZ21-01
08-07 23:21,2.0,女,右手,SZ21-02
08-07 23:21,3.0,男,右手,SZ21-03
08-07 23:21,1.0,男,右手,SZ21-01
08-07 23:21,2.0,女,右手,SZ21-02
08-07 23:21,3.0,男,右手,SZ21-03
08-07 23:25,1.0,男,右手,SZ21-01
08-07 23:25,2.0,女,右手,SZ21-02
08-07 23:25,3.0,男,右手,SZ21-03
08-07 23:37,1.0,男,右手,SZ21-01
08-07 23:37,2.0,女,右手,SZ21-02
08-07 23:37,3.0,男,右手,SZ21-03
08-07 23:40,1.0,男,右手,SZ21-01
08-07 23:40,2.0,女,右手,SZ21-02
08-07 23:40,3.0,男,右手,SZ21-03
08-07 23:45,1.0,男,右手,SZ21-01
08-07 23:45,2.0,女,右手,SZ21-02
08-07 23:45,3.0,男,右手,SZ21-03
08-07 23:46,1.0,男,右手,SZ21-01
08-07 23:46,2.0,女,右手,SZ21-02
08-07 23:46,3.0,男,右手,SZ21-03
08-07 23:47,1.0,男,右手,SZ21-01
08-07 23:47,2.0,女,右手,SZ21-02
08-07 23:47,3.0,男,右手,SZ21-03
08-08 00:00,1.0,男,右手,SZ21-01
08-08 00:00,2.0,女,右手,SZ21-02
08-08 00:00,3.0,男,右手,SZ21-03
08-08 16:56,1.0,男,右手,SZ21-01
08-08 16:56,2.0,女,右手,SZ21-02
08-08 16:56,3.0,男,右手,SZ21-03
08-08 17:08,1.0,男,右手,SZ21-01
08-08 17:08,2.0,女,右手,SZ21-02
08-08 17:08,3.0,男,右手,SZ21-03
08-08 17:08,1.0,男,右手,SZ21-01
08-08 17:08,2.0,女,右手,SZ21-02
08-08 17:08,3.0,男,右手,SZ21-03
08-08 17:08,1.0,男,右手,SZ21-01
08-08 17:08,2.0,女,右手,SZ21-02
08-08 17:08,3.0,男,右手,SZ21-03
08-08 17:08,1.0,男,右手,SZ21-01
08-08 17:08,2.0,女,右手,SZ21-02
08-08 17:08,3.0,男,右手,SZ21-03
08-08 17:08,1.0,男,右手,SZ21-01
08-08 17:08,2.0,女,右手,SZ21-02
08-08 17:08,3.0,男,右手,SZ21-03
08-08 17:09,1.0,男,右手,SZ21-01
08-08 17:09,2.0,女,右手,SZ21-02
08-08 17:09,3.0,男,右手,SZ21-03
08-08 17:11,1.0,男,右手,SZ21-01
08-08 17:11,2.0,女,右手,SZ21-02
08-08 17:11,3.0,男,右手,SZ21-03
08-08 17:11,1.0,男,右手,SZ21-01
08-08 17:11,2.0,女,右手,SZ21-02
08-08 17:11,3.0,男,右手,SZ21-03
08-08 17:13,1.0,男,右手,SZ21-01
08-08 17:13,2.0,女,右手,SZ21-02
08-08 17:13,3.0,男,右手,SZ21-03
08-08 17:14,1.0,男,右手,SZ21-01
08-08 17:14,2.0,女,右手,SZ21-02
08-08 17:14,3.0,男,右手,SZ21-03
08-08 17:20,1.0,男,右手,SZ21-01
08-08 17:20,2.0,女,右手,SZ21-02
08-08 17:20,3.0,男,右手,SZ21-03
08-08 17:22,1.0,男,右手,SZ21-01
08-08 17:22,2.0,女,右手,SZ21-02
08-08 17:22,3.0,男,右手,SZ21-03
08-08 17:24,1.0,男,右手,SZ21-01
08-08 17:24,2.0,女,右手,SZ21-02
08-08 17:24,3.0,男,右手,SZ21-03
08-08 18:04,1.0,男,右手,SZ21-01
08-08 18:04,2.0,女,右手,SZ21-02
08-08 18:04,3.0,男,右手,SZ21-03
08-08 18:05,1.0,男,右手,SZ21-01
08-08 18:05,2.0,女,右手,SZ21-02
08-08 18:05,3.0,男,右手,SZ21-03
08-08 18:08,1.0,男,右手,SZ21-01
08-08 18:08,2.0,女,右手,SZ21-02
08-08 18:08,3.0,男,右手,SZ21-03
08-08 18:12,1.0,男,右手,SZ21-01
08-08 18:12,2.0,女,右手,SZ21-02
08-08 18:12,3.0,男,右手,SZ21-03
08-08 18:23,1.0,男,右手,SZ21-01
08-08 18:23,2.0,女,右手,SZ21-02
08-08 18:23,3.0,男,右手,SZ21-03
08-08 18:37,1.0,男,右手,SZ21-01
08-08 18:37,2.0,女,右手,SZ21-02
08-08 18:37,3.0,男,右手,SZ21-03
08-08 18:37,1.0,男,右手,SZ21-01
08-08 18:37,2.0,女,右手,SZ21-02
08-08 18:37,3.0,男,右手,SZ21-03
08-08 18:38,1.0,男,右手,SZ21-01
08-08 18:38,2.0,女,右手,SZ21-02
08-08 18:38,3.0,男,右手,SZ21-03
08-08 18:40,1.0,男,右手,SZ21-01
08-08 18:40,2.0,女,右手,SZ21-02
08-08 18:40,3.0,男,右手,SZ21-03
08-08 18:41,1.0,男,右手,SZ21-01
08-08 18:41,2.0,女,右手,SZ21-02
08-08 18:41,3.0,男,右手,SZ21-03
08-08 18:44,1.0,男,右手,SZ21-01
08-08 18:44,2.0,女,右手,SZ21-02
08-08 18:44,3.0,男,右手,SZ21-03
08-08 18:46,1.0,男,右手,SZ21-01
08-08 18:46,2.0,女,右手,SZ21-02
08-08 18:46,3.0,男,右手,SZ21-03
08-08 18:51,1.0,男,右手,SZ21-01
08-08 18:51,2.0,女,右手,SZ21-02
08-08 18:51,3.0,男,右手,SZ21-03
08-08 18:54,1.0,男,右手,SZ21-01
08-08 18:54,2.0,女,右手,SZ21-02
08-08 18:54,3.0,男,右手,SZ21-03
08-08 18:55,1.0,男,右手,SZ21-01
08-08 18:55,2.0,女,右手,SZ21-02
08-08 18:55,3.0,男,右手,SZ21-03
08-08 18:59,1.0,男,右手,SZ21-01
08-08 18:59,2.0,女,右手,SZ21-02
08-08 18:59,3.0,男,右手,SZ21-03
08-08 19:07,1.0,男,右手,SZ21-01
08-08 19:07,2.0,女,右手,SZ21-02
08-08 19:07,3.0,男,右手,SZ21-03
08-08 19:16,1.0,男,右手,SZ21-01
08-08 19:16,2.0,女,右手,SZ21-02
08-08 19:16,3.0,男,右手,SZ21-03
08-08 19:17,1.0,男,右手,SZ21-01
08-08 19:17,2.0,女,右手,SZ21-02
08-08 19:17,3.0,男,右手,SZ21-03
08-08 19:17,1.0,男,右手,SZ21-01
08-08 19:17,2.0,女,右手,SZ21-02
08-08 19:17,3.0,男,右手,SZ21-03
08-08 19:18,1.0,男,右手,SZ21-01
08-08 19:18,2.0,女,右手,SZ21-02
08-08 19:18,3.0,男,右手,SZ21-03
08-08 19:19,1.0,男,右手,SZ21-01
08-08 19:19,2.0,女,右手,SZ21-02
08-08 19:19,3.0,男,右手,SZ21-03
08-08 19:21,1.0,男,右手,SZ21-01
08-08 19:21,2.0,女,右手,SZ21-02
08-08 19:21,3.0,男,右手,SZ21-03
08-08 19:29,1.0,男,右手,SZ21-01
08-08 19:29,2.0,女,右手,SZ21-02
08-08 19:29,3.0,男,右手,SZ21-03
08-08 19:32,1.0,男,右手,SZ21-01
08-08 19:32,2.0,女,右手,SZ21-02
08-08 19:32,3.0,男,右手,SZ21-03
08-08 19:34,1.0,男,右手,SZ21-01
08-08 19:34,2.0,女,右手,SZ21-02
08-08 19:34,3.0,男,右手,SZ21-03
08-08 19:36,1.0,男,右手,SZ21-01
08-08 19:36,2.0,女,右手,SZ21-02
08-08 19:36,3.0,男,右手,SZ21-03
08-08 23:20,1.0,男,右手,SZ21-01
08-08 23:20,2.0,女,右手,SZ21-02
08-08 23:20,3.0,男,右手,SZ21-03
08-08 23:22,1.0,男,右手,SZ21-01
08-08 23:22,2.0,女,右手,SZ21-02
08-08 23:22,3.0,男,右手,SZ21-03
08-08 23:25,1.0,男,右手,SZ21-01
08-08 23:25,2.0,女,右手,SZ21-02
08-08 23:25,3.0,男,右手,SZ21-03
08-08 23:31,1.0,男,右手,SZ21-01
08-08 23:31,2.0,女,右手,SZ21-02
08-08 23:31,3.0,男,右手,SZ21-03
08-08 23:32,1.0,男,右手,SZ21-01
08-08 23:32,2.0,女,右手,SZ21-02
08-08 23:32,3.0,男,右手,SZ21-03
08-08 23:34,1.0,男,右手,SZ21-01
08-08 23:34,2.0,女,右手,SZ21-02
08-08 23:34,3.0,男,右手,SZ21-03
08-08 23:37,1.0,男,右手,SZ21-01
08-08 23:37,2.0,女,右手,SZ21-02
08-08 23:37,3.0,男,右手,SZ21-03
08-08 23:39,1.0,男,右手,SZ21-01
08-08 23:39,2.0,女,右手,SZ21-02
08-08 23:39,3.0,男,右手,SZ21-03
08-08 23:41,1.0,男,右手,SZ21-01
08-08 23:41,2.0,女,右手,SZ21-02
08-08 23:41,3.0,男,右手,SZ21-03
08-08 23:47,1.0,男,右手,SZ21-01
08-08 23:47,2.0,女,右手,SZ21-02
08-08 23:47,3.0,男,右手,SZ21-03
08-08 23:51,1.0,男,右手,SZ21-01
08-08 23:51,2.0,女,右手,SZ21-02
08-08 23:51,3.0,男,右手,SZ21-03
08-08 23:53,1.0,男,右手,SZ21-01
08-08 23:53,2.0,女,右手,SZ21-02
08-08 23:53,3.0,男,右手,SZ21-03
08-08 23:58,1.0,男,右手,SZ21-01
08-08 23:58,2.0,女,右手,SZ21-02
08-08 23:58,3.0,男,右手,SZ21-03
08-09 00:01,1.0,男,右手,SZ21-01
08-09 00:01,2.0,女,右手,SZ21-02
08-09 00:01,3.0,男,右手,SZ21-03
08-09 00:02,1.0,男,右手,SZ21-01
08-09 00:02,2.0,女,右手,SZ21-02
08-09 00:02,3.0,男,右手,SZ21-03
08-09 00:07,1.0,男,右手,SZ21-01
08-09 00:07,2.0,女,右手,SZ21-02
08-09 00:07,3.0,男,右手,SZ21-03
08-09 00:11,1.0,男,右手,SZ21-01
08-09 00:11,2.0,女,右手,SZ21-02
08-09 00:11,3.0,男,右手,SZ21-03
08-09 00:14,1.0,男,右手,SZ21-01
08-09 00:14,2.0,女,右手,SZ21-02
08-09 00:14,3.0,男,右手,SZ21-03
08-09 00:15,1.0,男,右手,SZ21-01
08-09 00:15,2.0,女,右手,SZ21-02
08-09 00:15,3.0,男,右手,SZ21-03
08-09 00:17,1.0,男,右手,SZ21-01
08-09 00:17,2.0,女,右手,SZ21-02
08-09 00:17,3.0,男,右手,SZ21-03
08-09 00:18,1.0,男,右手,SZ21-01
08-09 00:18,2.0,女,右手,SZ21-02
08-09 00:18,3.0,男,右手,SZ21-03
08-09 00:20,1.0,男,右手,SZ21-01
08-09 00:20,2.0,女,右手,SZ21-02
08-09 00:20,3.0,男,右手,SZ21-03
08-09 00:21,1.0,男,右手,SZ21-01
08-09 00:21,2.0,女,右手,SZ21-02
08-09 00:21,3.0,男,右手,SZ21-03
08-09 00:23,1.0,男,右手,SZ21-01
08-09 00:23,2.0,女,右手,SZ21-02
08-09 00:23,3.0,男,右手,SZ21-03
08-09 00:25,1.0,男,右手,SZ21-01
08-09 00:25,2.0,女,右手,SZ21-02
08-09 00:25,3.0,男,右手,SZ21-03
08-09 00:26,1.0,男,右手,SZ21-01
08-09 00:26,2.0,女,右手,SZ21-02
08-09 00:26,3.0,男,右手,SZ21-03
08-09 00:26,1.0,男,右手,SZ21-01
08-09 00:26,2.0,女,右手,SZ21-02
08-09 00:26,3.0,男,右手,SZ21-03
08-09 00:27,1.0,男,右手,SZ21-01
08-09 00:27,2.0,女,右手,SZ21-02
08-09 00:27,3.0,男,右手,SZ21-03
08-09 00:28,1.0,男,右手,SZ21-01
08-09 00:28,2.0,女,右手,SZ21-02
08-09 00:28,3.0,男,右手,SZ21-03
08-09 00:29,1.0,男,右手,SZ21-01
08-09 00:29,2.0,女,右手,SZ21-02
08-09 00:29,3.0,男,右手,SZ21-03
08-09 00:31,1.0,男,右手,SZ21-01
08-09 00:31,2.0,女,右手,SZ21-02
08-09 00:31,3.0,男,右手,SZ21-03
08-09 00:32,1.0,男,右手,SZ21-01
08-09 00:32,2.0,女,右手,SZ21-02
08-09 00:32,3.0,男,右手,SZ21-03
08-09 00:38,1.0,男,右手,SZ21-01
08-09 00:38,2.0,女,右手,SZ21-02
08-09 00:38,3.0,男,右手,SZ21-03
08-09 00:51,1.0,男,右手,SZ21-01
08-09 00:51,2.0,女,右手,SZ21-02
08-09 00:51,3.0,男,右手,SZ21-03
08-09 00:53,1.0,男,右手,SZ21-01
08-09 00:53,2.0,女,右手,SZ21-02
08-09 00:53,3.0,男,右手,SZ21-03
08-09 00:55,1.0,男,右手,SZ21-01
08-09 00:55,2.0,女,右手,SZ21-02
08-09 00:55,3.0,男,右手,SZ21-03
08-09 00:58,1.0,男,右手,SZ21-01
08-09 00:58,2.0,女,右手,SZ21-02
08-09 00:58,3.0,男,右手,SZ21-03
08-09 00:58,1.0,男,右手,SZ21-01
08-09 00:58,2.0,女,右手,SZ21-02
08-09 00:58,3.0,男,右手,SZ21-03
08-09 00:59,1.0,男,右手,SZ21-01
08-09 00:59,2.0,女,右手,SZ21-02
08-09 00:59,3.0,男,右手,SZ21-03
08-09 01:00,1.0,男,右手,SZ21-01
08-09 01:00,2.0,女,右手,SZ21-02
08-09 01:00,3.0,男,右手,SZ21-03
08-09 01:01,1.0,男,右手,SZ21-01
08-09 01:01,2.0,女,右手,SZ21-02
08-09 01:01,3.0,男,右手,SZ21-03
08-09 01:02,1.0,男,右手,SZ21-01
08-09 01:02,2.0,女,右手,SZ21-02
08-09 01:02,3.0,男,右手,SZ21-03
08-09 01:02,1.0,男,右手,SZ21-01
08-09 01:02,2.0,女,右手,SZ21-02
08-09 01:02,3.0,男,右手,SZ21-03
08-09 01:03,1.0,男,右手,SZ21-01
08-09 01:03,2.0,女,右手,SZ21-02
08-09 01:03,3.0,男,右手,SZ21-03
08-09 01:03,1.0,男,右手,SZ21-01
08-09 01:03,2.0,女,右手,SZ21-02
08-09 01:03,3.0,男,右手,SZ21-03
08-09 01:05,1.0,男,右手,SZ21-01
08-09 01:05,2.0,女,右手,SZ21-02
08-09 01:05,3.0,男,右手,SZ21-03
08-09 01:05,1.0,男,右手,SZ21-01
08-09 01:05,2.0,女,右手,SZ21-02
08-09 01:05,3.0,男,右手,SZ21-03
08-09 01:06,1.0,男,右手,SZ21-01
08-09 01:06,2.0,女,右手,SZ21-02
08-09 01:06,3.0,男,右手,SZ21-03
08-09 01:07,1.0,男,右手,SZ21-01
08-09 01:07,2.0,女,右手,SZ21-02
08-09 01:07,3.0,男,右手,SZ21-03
08-09 01:08,1.0,男,右手,SZ21-01
08-09 01:08,2.0,女,右手,SZ21-02
08-09 01:08,3.0,男,右手,SZ21-03
08-09 01:10,1.0,男,右手,SZ21-01
08-09 01:10,2.0,女,右手,SZ21-02
08-09 01:10,3.0,男,右手,SZ21-03
08-09 01:10,1.0,男,右手,SZ21-01
08-09 01:10,2.0,女,右手,SZ21-02
08-09 01:10,3.0,男,右手,SZ21-03
08-09 01:22,1.0,男,右手,SZ21-01
08-09 01:22,2.0,女,右手,SZ21-02
08-09 01:22,3.0,男,右手,SZ21-03
08-09 01:23,1.0,男,右手,SZ21-01
08-09 01:23,2.0,女,右手,SZ21-02
08-09 01:23,3.0,男,右手,SZ21-03
08-09 13:23,1.0,男,右手,SZ21-01
08-09 13:23,2.0,女,右手,SZ21-02
08-09 13:23,3.0,男,右手,SZ21-03
08-09 13:26,1.0,男,右手,SZ21-01
08-09 13:26,2.0,女,右手,SZ21-02
08-09 13:26,3.0,男,右手,SZ21-03
08-09 13:28,1.0,男,右手,SZ21-01
08-09 13:28,2.0,女,右手,SZ21-02
08-09 13:28,3.0,男,右手,SZ21-03
08-09 13:29,1.0,男,右手,SZ21-01
08-09 13:29,2.0,女,右手,SZ21-02
08-09 13:29,3.0,男,右手,SZ21-03
08-09 13:30,1.0,男,右手,SZ21-01
08-09 13:30,2.0,女,右手,SZ21-02
08-09 13:30,3.0,男,右手,SZ21-03
08-09 13:35,1.0,男,右手,SZ21-01
08-09 13:35,2.0,女,右手,SZ21-02
08-09 13:35,3.0,男,右手,SZ21-03
08-09 13:38,1.0,男,右手,SZ21-01
08-09 13:38,2.0,女,右手,SZ21-02
08-09 13:38,3.0,男,右手,SZ21-03
08-09 13:44,1.0,男,右手,SZ21-01
08-09 13:44,2.0,女,右手,SZ21-02
08-09 13:44,3.0,男,右手,SZ21-03
08-09 13:45,1.0,男,右手,SZ21-01
08-09 13:45,2.0,女,右手,SZ21-02
08-09 13:45,3.0,男,右手,SZ21-03
08-09 13:47,1.0,男,右手,SZ21-01
08-09 13:47,2.0,女,右手,SZ21-02
08-09 13:47,3.0,男,右手,SZ21-03
08-09 14:04,1.0,男,右手,SZ21-01
08-09 14:04,2.0,女,右手,SZ21-02
08-09 14:04,3.0,男,右手,SZ21-03
08-09 14:10,1.0,男,右手,SZ21-01
08-09 14:10,2.0,女,右手,SZ21-02
08-09 14:10,3.0,男,右手,SZ21-03
08-09 14:17,1.0,男,右手,SZ21-01
08-09 14:17,2.0,女,右手,SZ21-02
08-09 14:17,3.0,男,右手,SZ21-03
08-09 14:18,1.0,男,右手,SZ21-01
08-09 14:18,2.0,女,右手,SZ21-02
08-09 14:18,3.0,男,右手,SZ21-03
08-09 14:20,1.0,男,右手,SZ21-01
08-09 14:20,2.0,女,右手,SZ21-02
08-09 14:20,3.0,男,右手,SZ21-03
08-09 14:23,1.0,男,右手,SZ21-01
08-09 14:23,2.0,女,右手,SZ21-02
08-09 14:23,3.0,男,右手,SZ21-03
08-09 14:29,1.0,男,右手,SZ21-01
08-09 14:29,2.0,女,右手,SZ21-02
08-09 14:29,3.0,男,右手,SZ21-03
08-09 14:32,1.0,男,右手,SZ21-01
08-09 14:32,2.0,女,右手,SZ21-02
08-09 14:32,3.0,男,右手,SZ21-03
08-09 14:33,1.0,男,右手,SZ21-01
08-09 14:33,2.0,女,右手,SZ21-02
08-09 14:33,3.0,男,右手,SZ21-03
08-09 14:48,1.0,男,右手,SZ21-01
08-09 14:48,2.0,女,右手,SZ21-02
08-09 14:48,3.0,男,右手,SZ21-03
08-09 14:52,1.0,男,右手,SZ21-01
08-09 14:52,2.0,女,右手,SZ21-02
08-09 14:52,3.0,男,右手,SZ21-03
08-09 14:55,1.0,男,右手,SZ21-01
08-09 14:55,2.0,女,右手,SZ21-02
08-09 14:55,3.0,男,右手,SZ21-03
08-09 14:59,1.0,男,右手,SZ21-01
08-09 14:59,2.0,女,右手,SZ21-02
08-09 14:59,3.0,男,右手,SZ21-03
08-09 15:01,1.0,男,右手,SZ21-01
08-09 15:01,2.0,女,右手,SZ21-02
08-09 15:01,3.0,男,右手,SZ21-03
08-09 15:07,1.0,男,右手,SZ21-01
08-09 15:07,2.0,女,右手,SZ21-02
08-09 15:07,3.0,男,右手,SZ21-03
08-09 15:10,1.0,男,右手,SZ21-01
08-09 15:10,2.0,女,右手,SZ21-02
08-09 15:10,3.0,男,右手,SZ21-03
08-09 15:12,1.0,男,右手,SZ21-01
08-09 15:12,2.0,女,右手,SZ21-02
08-09 15:12,3.0,男,右手,SZ21-03
08-09 15:14,1.0,男,右手,SZ21-01
08-09 15:14,2.0,女,右手,SZ21-02
08-09 15:14,3.0,男,右手,SZ21-03
08-09 15:17,1.0,男,右手,SZ21-01
08-09 15:17,2.0,女,右手,SZ21-02
08-09 15:17,3.0,男,右手,SZ21-03
08-09 15:46,1.0,男,右手,SZ21-01
08-09 15:46,2.0,女,右手,SZ21-02
08-09 15:46,3.0,男,右手,SZ21-03
08-09 17:50,1.0,男,右手,SZ21-01
08-09 17:50,2.0,女,右手,SZ21-02
08-09 17:50,3.0,男,右手,SZ21-03
08-09 17:52,1.0,男,右手,SZ21-01
08-09 17:52,2.0,女,右手,SZ21-02
08-09 17:52,3.0,男,右手,SZ21-03
08-09 17:56,1.0,男,右手,SZ21-01
08-09 17:56,2.0,女,右手,SZ21-02
08-09 17:56,3.0,男,右手,SZ21-03
08-09 17:57,1.0,男,右手,SZ21-01
08-09 17:57,2.0,女,右手,SZ21-02
08-09 17:57,3.0,男,右手,SZ21-03
08-09 17:59,1.0,男,右手,SZ21-01
08-09 17:59,2.0,女,右手,SZ21-02
08-09 17:59,3.0,男,右手,SZ21-03
08-09 18:10,1.0,男,右手,SZ21-01
08-09 18:10,2.0,女,右手,SZ21-02
08-09 18:10,3.0,男,右手,SZ21-03
08-09 18:10,1.0,男,右手,SZ21-01
08-09 18:10,2.0,女,右手,SZ21-02
08-09 18:10,3.0,男,右手,SZ21-03
08-09 18:13,1.0,男,右手,SZ21-01
08-09 18:13,2.0,女,右手,SZ21-02
08-09 18:13,3.0,男,右手,SZ21-03
08-09 18:33,1.0,男,右手,SZ21-01
08-09 18:33,2.0,女,右手,SZ21-02
08-09 18:33,3.0,男,右手,SZ21-03
08-09 18:36,1.0,男,右手,SZ21-01
08-09 18:36,2.0,女,右手,SZ21-02
08-09 18:36,3.0,男,右手,SZ21-03
08-09 18:46,1.0,男,右手,SZ21-01
08-09 18:46,2.0,女,右手,SZ21-02
08-09 18:46,3.0,男,右手,SZ21-03
08-09 18:51,1.0,男,右手,SZ21-01
08-09 18:51,2.0,女,右手,SZ21-02
08-09 18:51,3.0,男,右手,SZ21-03
08-09 20:30,1.0,男,右手,SZ21-01
08-09 20:30,2.0,女,右手,SZ21-02
08-09 20:30,3.0,男,右手,SZ21-03
08-09 20:36,1.0,男,右手,SZ21-01
08-09 20:36,2.0,女,右手,SZ21-02
08-09 20:36,3.0,男,右手,SZ21-03
08-09 20:37,1.0,男,右手,SZ21-01
08-09 20:37,2.0,女,右手,SZ21-02
08-09 20:37,3.0,男,右手,SZ21-03
08-09 20:40,1.0,男,右手,SZ21-01
08-09 20:40,2.0,女,右手,SZ21-02
08-09 20:40,3.0,男,右手,SZ21-03
08-09 20:43,1.0,男,右手,SZ21-01
08-09 20:43,2.0,女,右手,SZ21-02
08-09 20:43,3.0,男,右手,SZ21-03
08-10 13:19,1.0,男,右手,SZ21-01
08-10 13:19,2.0,女,右手,SZ21-02
08-10 13:19,3.0,男,右手,SZ21-03
08-10 13:23,1.0,男,右手,SZ21-01
08-10 13:23,2.0,女,右手,SZ21-02
08-10 13:23,3.0,男,右手,SZ21-03
